Work setting,Occupation,2019 O*NET SOC Code,2019 O*NET SOC Title
Other,Engineer,17-2141.01,Fuel Cell Engineers
Other,Engineer,17-2141.02,Automotive Engineers
Other,Engineer,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers"
Other,Engineer,17-2161.00,Nuclear Engineers
Other,Engineer,17-2171.00,Petroleum Engineers
Other,Engineer,17-2199.00,"Engineers, All Other"
Other,Engineer,17-2199.03,"Energy Engineers, Except Wind and Solar"
Other,Engineer,17-2199.05,Mechatronics Engineers
Other,Engineer,17-2199.06,Microsystems Engineers
Other,Engineer,17-2199.07,Photonics Engineers
Other,Engineer,17-2199.08,Robotics Engineers
Other,Engineer,17-2199.09,Nanosystems Engineers
Other,Engineer,17-2199.10,Wind Energy Engineers
Other,Engineer,17-2199.11,Solar Energy Systems Engineers
Other,Engineer,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
Other,Engineer,17-3022.00,Civil Engineering Technologists and Technicians
Other,Engineer,17-3025.00,Environmental Engineering Technologists and Technicians
Other,Engineer,17-3026.00,Industrial Engineering Technologists and Technicians
Other,Engineer,17-3026.01,Nanotechnology Engineering Technologists and Technicians
Other,Engineer,17-3027.00,Mechanical Engineering Technologists and Technicians
Other,Engineer,17-3027.01,Automotive Engineering Technicians
Other,Engineer,17-3029.00,"Engineering Technologists and Technicians, Except Drafters, All Other"
Other,Engineer,41-9031.00,Sales Engineers
Other,Engineer,47-2073.00,Operating Engineers and Other Construction Equipment Operators
Other,Engineer,53-4011.00,Locomotive Engineers
Other,Engineer,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
Other,Engineer,53-5031.00,Ship Engineers
Other,Scientist,11-9121.00,Natural Sciences Managers
Other,Scientist,11-9121.01,Clinical Research Coordinators
Other,Scientist,15-1299.02,Geographic Information Systems Technologists and Technicians
Other,Scientist,15-2021.00,Mathematicians
Other,Scientist,15-2041.00,Statisticians
Other,Scientist,15-2041.01,Biostatisticians
Other,Scientist,43-9111.00,Statistical Assistants
Other,Scientist,15-2051.00,Data Scientists
Other,Scientist,15-2099.00,"Mathematical Science Occupations, All Other"
Other,Scientist,15-2099.01,Bioinformatics Technicians
Other,Scientist,17-2031.00,Bioengineers and Biomedical Engineers
Other,Scientist,17-2041.00,Chemical Engineers
Other,Scientist,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
Other,Scientist,17-3022.00,Civil Engineering Technologists and Technicians
Other,Scientist,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians
Other,Scientist,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
Other,Scientist,17-3024.01,Robotics Technicians
Other,Scientist,17-3025.00,Environmental Engineering Technologists and Technicians
Other,Scientist,17-3026.00,Industrial Engineering Technologists and Technicians
Other,Scientist,17-3026.01,Nanotechnology Engineering Technologists and Technicians
Other,Scientist,17-3027.00,Mechanical Engineering Technologists and Technicians
Other,Scientist,17-3027.01,Automotive Engineering Technicians
Other,Scientist,17-3028.00,Calibration Technologists and Technicians
Other,Scientist,17-3029.00,"Engineering Technologists and Technicians, Except Drafters, All Other"
Other,Scientist,17-3029.01,Non-Destructive Testing Specialists
Other,Scientist,17-3029.08,Photonics Technicians
Other,Scientist,17-3031.00,Surveying and Mapping Technicians
Other,Scientist,19-1011.00,Animal Scientists
Other,Scientist,19-1012.00,Food Scientists and Technologists
Other,Scientist,19-1013.00,Soil and Plant Scientists
Other,Scientist,19-1021.00,Biochemists and Biophysicists
Other,Scientist,19-1022.00,Microbiologists
Other,Scientist,19-1023.00,Zoologists and Wildlife Biologists
Other,Scientist,19-1029.00,"Biological Scientists, All Other"
Other,Scientist,19-1029.01,Bioinformatics Scientists
Other,Scientist,19-1029.02,Molecular and Cellular Biologists
Other,Scientist,19-1029.03,Geneticists
Other,Scientist,19-1029.04,Biologists
Other,Scientist,19-1031.00,Conservation Scientists
Other,Scientist,19-1041.00,Epidemiologists
Other,Scientist,19-1042.00,"Medical Scientists, Except Epidemiologists"
Other,Scientist,19-1099.00,"Life Scientists, All Other"
Other,Scientist,19-2011.00,Astronomers
Other,Scientist,19-2012.00,Physicists
Other,Scientist,19-2021.00,Atmospheric and Space Scientists
Other,Scientist,19-2031.00,Chemists
Other,Scientist,19-2032.00,Materials Scientists
Other,Scientist,19-2041.00,"Environmental Scientists and Specialists, Including Health"
Other,Scientist,19-2041.01,Climate Change Policy Analysts
Other,Scientist,19-2041.02,Environmental Restoration Planners
Other,Scientist,19-2041.03,Industrial Ecologists
Other,Scientist,19-2042.00,"Geoscientists, Except Hydrologists and Geographers"
Other,Scientist,19-2043.00,Hydrologists
Other,Scientist,19-2099.00,"Physical Scientists, All Other"
Other,Scientist,19-2099.01,Remote Sensing Scientists and Technologists
Other,Scientist,19-3022.00,Survey Researchers
Other,Scientist,19-3032.00,Industrial-Organizational Psychologists
Other,Scientist,19-3033.00,Clinical and Counseling Psychologists
Other,Scientist,19-3034.00,School Psychologists
Other,Scientist,19-3039.00,"Psychologists, All Other"
Other,Scientist,19-3039.02,Neuropsychologists
Other,Scientist,19-3039.03,Clinical Neuropsychologists
Other,Scientist,19-3041.00,Sociologists
Other,Scientist,19-3092.00,Geographers
Other,Scientist,19-3094.00,Political Scientists
Other,Scientist,19-3099.00,"Social Scientists and Related Workers, All Other"
Other,Scientist,19-4012.00,Agricultural Technicians
Other,Scientist,19-4012.01,Precision Agriculture Technicians
Other,Scientist,19-4013.00,Food Science Technicians
Other,Scientist,19-4021.00,Biological Technicians
Other,Scientist,19-4031.00,Chemical Technicians
Other,Scientist,19-4042.00,"Environmental Science and Protection Technicians, Including Health"
Other,Scientist,19-4043.00,"Geological Technicians, Except Hydrologic Technicians"
Other,Scientist,19-4044.00,Hydrologic Technicians
Other,Scientist,19-4051.00,Nuclear Technicians
Other,Scientist,19-4051.02,Nuclear Monitoring Technicians
Other,Scientist,19-4061.00,Social Science Research Assistants
Other,Scientist,19-4071.00,Forest and Conservation Technicians
Other,Scientist,19-4092.00,Forensic Science Technicians
Other,Scientist,19-4099.00,"Life, Physical, and Social Science Technicians, All Other"
Other,Scientist,19-4099.01,Quality Control Analysts
Other,Scientist,19-4099.03,Remote Sensing Technicians
Other,Scientist,19-5012.00,Occupational Health and Safety Technicians
Other,Athlete,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes"
Other,Athlete,27-2021.00,Athletes and Sports Competitors
Other,Athlete,27-2022.00,Coaches and Scouts
Other,Athlete,27-2023.00,"Umpires, Referees, and Other Sports Officials"
Other,Athlete,27-2031.00,Dancers
Other,Athlete,27-2032.00,Choreographers
Other,Athlete,27-2099.00,"Entertainers and Performers, Sports and Related Workers, All Other"
Other,Artist,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes"
Other,Artist,27-1011.00,Art Directors
Other,Artist,27-1012.00,Craft Artists
Other,Artist,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators"
Other,Artist,27-1014.00,Special Effects Artists and Animators
Other,Artist,27-1019.00,"Artists and Related Workers, All Other"
Other,Artist,27-1021.00,Commercial and Industrial Designers
Other,Artist,27-1022.00,Fashion Designers
Other,Artist,27-1023.00,Floral Designers
Other,Artist,27-1024.00,Graphic Designers
Other,Artist,27-2099.00,"Entertainers and Performers, Sports and Related Workers, All Other"
Other,Artist,27-3043.00,Writers and Authors
Other,Artist,27-3043.05,"Poets, Lyricists and Creative Writers"
Other,Artist,21-1013.00,Actors
Other,Artist,27-4015.00,Lighting Technicians
Other,Artist,27-4021.00,Photographers
Other,Artist,49-9061.00,Camera and Photographic Equipment Repairers
Other,Artist,27-4031.00,"Camera Operators, Television, Video, and Film"
Other,Artist,27-4032.00,Film and Video Editors
Other,Artist,29-1129.01,Art Therapists
Other,Artist,39-3021.00,Motion Picture Projectionists
Other,Artist,39-3091.00,Amusement and Recreation Attendants
Other,Artist,39-3092.00,Costume Attendants
Other,Artist,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants"
Other,Artist,39-5091.00,"Makeup Artists, Theatrical and Performance"
Other,Artist,41-9012.00,Models
Other,Artist,51-9151.00,Photographic Process Workers and Processing Machine Operators
Other,Musician,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes"
Other,Musician,27-2041.00,Music Directors and Composers
Other,Musician,27-2042.00,Musicians and Singers
Other,Musician,27-2091.00,"Disc Jockeys, Except Radio"
Other,Musician,27-2099.00,"Entertainers and Performers, Sports and Related Workers, All Other"
Other,Musician,27-4011.00,Audio and Video Technicians
Other,Musician,27-4012.00,Broadcast Technicians
Other,Musician,27-4014.00,Sound Engineering Technicians
Other,Musician,29-1129.02,Music Therapists
Other,Musician,49-9063.00,Musical Instrument Repairers and Tuners
Other,Legal,11-1031.00,Legislators
Other,Legal,13-1031.00,"Claims Adjusters, Examiners, and Investigators"
Other,Legal,13-1041.07,Regulatory Affairs Specialists
Other,Legal,13-1041.08,Customs Brokers
Other,Legal,13-2099.04,"Fraud Examiners, Investigators and Analysts"
Other,Legal,15-1299.06,Digital Forensics Analysts
Other,Legal,23-1011.00,Lawyers
Other,Legal,23-1012.00,Judicial Law Clerks
Other,Legal,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers"
Other,Legal,23-1023.00,"Judges, Magistrate Judges, and Magistrates"
Other,Legal,23-2011.00,Paralegals and Legal Assistants
Other,Legal,23-2093.00,"Title Examiners, Abstractors, and Searchers"
Other,Legal,23-2099.00,"Legal Support Workers, All Other"
Other,Legal,27-3092.00,Court Reporters and Simultaneous Captioners
Other,Legal,43-4031.00,"Court, Municipal, and License Clerks"
Other,Janitor or maintenance,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
Other,Janitor or maintenance,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
Other,Janitor or maintenance,37-2012.00,Maids and Housekeeping Cleaners
Other,Janitor or maintenance,37-2019.00,"Building Cleaning Workers, All Other"
Other,Animal care,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers
Other,Animal care,39-2011.00,Animal Trainers
Other,Animal care,39-2021.00,Animal Caretakers
Other,Animal care,45-2021.00,Animal Breeders
Other,Gambling,11-9071.00,Gambling Managers
Other,Gambling,33-9031.00,Gambling Surveillance Officers and Gambling Investigators
Other,Gambling,39-1013.00,First-Line Supervisors of Gambling Services Workers
Other,Gambling,39-3011.00,Gambling Dealers
Other,Gambling,39-3012.00,Gambling and Sports Book Writers and Runners
Other,Gambling,39-3019.00,"Gambling Service Workers, All Other"
Other,Gambling,41-2012.00,Gambling Change Persons and Booth Cashiers
Other,Gambling,43-3041.00,Gambling Cage Workers
Other,Gambling,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
Other,Funeral services,11-9171.00,Funeral Home Managers
Other,Funeral services,13-1041.06,Coroners
Other,Funeral services,39-4011.00,Embalmers
Other,Funeral services,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers"
Other,Hotel services,11-9081.00,Lodging Managers
Other,Hotel services,39-6011.00,Baggage Porters and Bellhops
Other,Hotel services,39-6012.00,Concierges
Other,Hotel services,43-4081.00,"Hotel, Motel, and Resort Desk Clerks"
Other,Other,11-1011.00,Chief Executives
Other,Other,11-1011.03,Chief Sustainability Officers
Other,Other,13-1199.04,Business Continuity Planners
Other,Other,11-2011.00,Advertising and Promotions Managers
Other,Other,11-2021.00,Marketing Managers
Other,Other,13-1161.00,Market Research Analysts and Marketing Specialists
Other,Other,13-1161.01,Search Marketing Strategists
Other,Other,11-2032.00,Public Relations Managers
Other,Other,11-3013.00,Facilities Managers
Other,Other,11-3051.01,Quality Control Systems Managers
Other,Other,11-9072.00,"Entertainment and Recreation Managers, Except Gambling"
Other,Other,39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services"
Other,Other,11-9141.00,"Property, Real Estate, and Community Association Managers"
Other,Other,11-9179.00,"Personal Service Managers, All Other"
Other,Other,11-9199.00,"Managers, All Other"
Other,Other,11-9199.08,Loss Prevention Managers
Other,Other,13-1041.01,Environmental Compliance Inspectors
Other,Other,13-1041.03,Equal Opportunity Representatives and Officers
Other,Other,13-1041.07,Regulatory Affairs Specialists
Other,Other,13-1111.00,Management Analysts
Other,Other,13-1121.00,"Meeting, Convention, and Event Planners"
Other,Other,13-1199.00,"Business Operations Specialists, All Other"
Other,Other,13-1199.04,Business Continuity Planners
Other,Other,15-2011.00,Actuaries
Other,Other,15-2031.01,Operations Research Analysts
Other,Other,11-9041.00,Architectural and Engineering Managers
Other,Other,17-1011.00,"Architects, Except Landscape and Naval"
Other,Other,17-1012.00,Landscape Architects
Other,Other,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
Other,Other,27-1025.00,Interior Designers
Other,Other,19-3051.00,Urban and Regional Planners
Other,Other,17-3011.00,Architectural and Civil Drafters
Other,Other,17-3012.00,Electrical and Electronics Drafters
Other,Other,17-3013.00,Mechanical Drafters
Other,Other,17-3019.00,"Drafters, All Other"
Other,Other,17-1021.00,Cartographers and Photogrammetrists
Other,Other,17-1022.00,Surveyors
Other,Other,17-1022.01,Geodetic Surveyors
Other,Other,17-2072.01,Radio Frequency Identification Device Specialists
Other,Other,21-1099.00,"Community and Social Service Specialists, All Other"
Other,Other,23-1022.00,"Arbitrators, Mediators, and Conciliators"
Other,Other,25-9021.00,Farm and Home Management Educators
Other,Other,27-1025.00,Interior Designers
Other,Other,27-1026.00,Merchandise Displayers and Window Trimmers
Other,Other,27-1027.00,Set and Exhibit Designers
Other,Other,27-1029.00,"Designers, All Other"
Other,Other,27-2011.00,Actors
Other,Other,27-2012.00,Producers and Directors
Other,Other,27-2012.03,Media Programming Directors
Other,Other,27-2012.04,Talent Directors
Other,Other,27-2012.05,Media Technical Directors/Managers
Other,Other,27-3011.00,Broadcast Announcers and Radio Disc Jockeys
Other,Other,27-3023.00,"News Analysts, Reporters, and Journalists"
Other,Other,27-3031.00,Public Relations Specialists
Other,Other,27-3041.00,Editors
Other,Other,27-3042.00,Technical Writers
Other,Other,27-3091.00,Interpreters and Translators
Other,Other,27-3099.00,"Media and Communication Workers, All Other"
Other,Other,27-4099.00,"Media and Communication Equipment Workers, All Other"
Other,Other,33-9021.00,Private Detectives and Investigators
Other,Other,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
Other,Other,33-9099.00,"Protective Service Workers, All Other"
Other,Other,39-1022.00,First-Line Supervisors of Personal Service Workers
Other,Other,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers"
Other,Other,39-3099.00,"Entertainment Attendants and Related Workers, All Other"
Other,Other,39-6012.00,Concierges
Other,Other,39-7011.00,Tour Guides and Escorts
Other,Other,39-7012.00,Travel Guides
Other,Other,41-3041.00,Travel Agents
Other,Other,41-9021.00,Real Estate Brokers
Other,Other,41-9022.00,Real Estate Sales Agents
Other,Other,41-9041.00,Telemarketers
Other,Other,43-4111.00,"Interviewers, Except Eligibility and Loan"
Other,Other,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
Other,Other,43-4199.00,"Information and Record Clerks, All Other"
Other,Other,43-5021.00,Couriers and Messengers
Other,Other,43-5061.00,"Production, Planning, and Expediting Clerks"
Other,Other,43-9041.00,Insurance Claims and Policy Processing Clerks
Other,Other,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service"
Other,Other,43-9061.00,"Office Clerks, General"
Other,Other,43-9071.00,"Office Machine Operators, Except Computer"
Other,Other,43-9081.00,Proofreaders and Copy Markers
Other,Other,49-9064.00,Watch and Clock Repairers
Other,Other,49-9069.00,"Precision Instrument and Equipment Repairers, All Other"
Other,Other,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
Other,Other,49-9092.00,Commercial Divers
